EC,cofactor_id,External Dependence,Substitution Logic,Inhibitor,in_kegg,in_expasy,in_pdbe,comment_kegg,ec_names,comment_expasy,HET,cpdsViaHETs,in_ebi,cofactor_ebi,cofactor_expasy,cofactor_pdbe,match_via_ebi_cofactor,match_via_expasy_cofactor,match_via_kegg,match_via_pdbe_cofactor,source_ebi,EC3_description,EC_cpds,cofactorCIDsInEC,cofactorCIDsInEC_count
1.17.3.2,2Fe2S,TRUE,,,TRUE,,,"An iron-molybdenum flavoprotein (FAD) containing [2Fe-2S] centres. Also oxidizes hypoxanthine, some other purines and pterins, and aldehydes, but is distinct from EC 1.2.3.1, aldehyde oxidase. Under some conditions the product is mainly superoxide rather than peroxide: RH + H2O + 2 O2 = ROH + 2 O2.- + 2 H+. The mammalian enzyme predominantly exists as an NAD-dependent dehydrogenase (EC 1.17.1.4, xanthine dehydrogenase). During purification the enzyme is largely converted to the O2-dependent xanthine oxidase form (EC 1.17.3.2). The conversion can be triggered by several mechanisms, including the oxidation of cysteine thiols to form disulfide bonds [4,5,7,10] [which can be catalysed by EC 1.8.4.7, enzyme-thiol transhydrogenase (glutathione-disulfide) in the presence of glutathione disulfide] or limited proteolysis, which results in irreversible conversion. The conversion can also occur in vivo [4,6,10].","['xanthine oxidase', 'hypoxanthine oxidase', 'hypoxanthine:oxygen oxidoreductase', 'Schardinger enzyme', 'xanthine oxidoreductase', 'hypoxanthine-xanthine oxidase', 'xanthine:O2 oxidoreductase', 'xanthine:xanthine oxidase']",,,,,,,,,,"['2Fe-2S', 'flavoprotein', 'FAD', 'glutathione', 'NAD', 'iron']",,,With oxygen as acceptor.,"['C00001', 'C00007', 'C00027', 'C00262', 'C00366', 'C00385', 'C02380', 'C03680', 'C05565', 'C07480', 'C13747', 'C16353', 'C16355', 'C16356', 'C16358', 'C16359', 'C16360', 'C16613']",[],0
1.17.3.3,2Fe2S,TRUE,,,TRUE,,,"Contains [2Fe-2S] iron-sulfur centres, FAD and molybdenum. It also has a catalytically essential, labile selenium that can be removed by reaction with cyanide. In Bacillus niacini, this enzyme is required for growth on nicotinic acid.","['6-hydroxynicotinate dehydrogenase', '6-hydroxynicotinic acid hydroxylase', '6-hydroxynicotinic acid dehydrogenase', '6-hydroxynicotinate hydroxylase', '6-hydroxynicotinate:O2 oxidoreductase']",,,,,,,,,,"['2Fe-2S', 'FAD', 'selenium']",,,With oxygen as acceptor.,"['C00001', 'C00007', 'C00027', 'C01020', 'C15523']",[],0
1.18.1.2,2Fe2S,TRUE,"2Fe2S,4Fe4S",,TRUE,,,"A flavoprotein (FAD). In chloroplasts and cyanobacteria the enzyme acts on plant-type [2Fe-2S] ferredoxins, but in other bacteria it can also reduce bacterial [4Fe-4S] ferredoxins and flavodoxin.","['ferredoxin---NADP+ reductase', 'ferredoxin-nicotinamide adenine dinucleotide phosphate reductase', 'ferredoxin-NADP+ reductase', 'TPNH-ferredoxin reductase', 'ferredoxin-NADP+ oxidoreductase', 'NADP+:ferredoxin oxidoreductase', 'ferredoxin-TPN reductase', 'ferredoxin-NADP+-oxidoreductase', 'NADPH:ferredoxin oxidoreductase', 'ferredoxin-nicotinamide-adenine dinucleotide phosphate (oxidized) reductase']",,,,,,,,,,"['2Fe-2S', '4Fe-4S', 'ferredoxin', 'flavodoxin', 'flavoprotein', 'FAD']",,,With NAD(+) or NADP(+) as acceptor.,"['C00005', 'C00006', 'C00080', 'C00138', 'C00139', 'C00662', 'C00667']",[],0
1.18.1.5,2Fe2S,TRUE,,,TRUE,,,"Requires FAD. The enzyme from Pseudomonas putida reduces putidaredoxin. It contains a [2Fe-2S] cluster. Involved in the camphor monooxygenase system (see EC 1.14.15.1, camphor 5-monooxygenase).","['putidaredoxin---NAD+ reductase', 'putidaredoxin reductase', 'camA (gene name)']",,,,,,,,,,"['2Fe-2S', 'FAD']",,,With NAD(+) or NADP(+) as acceptor.,"['C00003', 'C00004', 'C00080', 'C02069', 'C03302']",[],0
1.2.3.1,2Fe2S,TRUE,,,TRUE,,,"Contains molybdenum, [2Fe-2S] centres and FAD. The enzyme from liver exhibits a broad substrate specificity, and is involved in the metabolism of xenobiotics, including the oxidation of N-heterocycles and aldehydes and the reduction of N-oxides, nitrosamines, hydroxamic acids, azo dyes, nitropolycyclic aromatic hydrocarbons, and sulfoxides [4,6]. The enzyme is also responsible for the oxidation of retinal, an activity that was initially attributed to a distinct enzyme (EC 1.2.3.11, retinal oxidase) [5,7].","['aldehyde oxidase', 'quinoline oxidase', 'retinal oxidase']",,,,,,,,,,"['2Fe-2S', 'FAD']",,,With oxygen as acceptor.,"['C00001', 'C00007', 'C00027', 'C00060', 'C00071', 'C00080', 'C00250', 'C00376', 'C00628', 'C00777', 'C00847', 'C02170', 'C02918', 'C05585', 'C05634', 'C05635', 'C05842', 'C05843', 'C06002', 'C15493', 'C16610', 'C16612', 'C16681']",[],0
1.2.5.3,2Fe2S,TRUE,,,TRUE,,,"This enzyme, found in carboxydotrophic bacteria, catalyses the oxidation of CO to CO2 under aerobic conditions. The enzyme contains a binuclear Mo-Cu cluster in which the copper is ligated to a molybdopterin center via a sulfur bridge. The enzyme also contains two [2Fe-2S] clusters and FAD, and belongs to the xanthine oxidoreductase family. The CO2 that is produced is assimilated by the Calvin-Benson-Basham cycle, while the electrons are transferred to a quinone via the FAD site, and continue through the electron transfer chain to a dioxygen terminal acceptor [5]. cf. EC 1.2.7.4, anaerobic carbon monoxide dehydrogenase.","['aerobic carbon monoxide dehydrogenase', 'MoCu-CODH', 'coxSML (gene names)', 'molybdoenzyme carbon monoxide dehydrogenase']",,,,,,,,,,"['2Fe-2S', 'FAD', 'molybdopterin', 'quinone', 'Cu ']",,,With a quinone or similar compound as acceptor.,"['C00001', 'C00011', 'C00237', 'C15602', 'C15603']",[],0
1.2.99.7,2Fe2S,TRUE,,,TRUE,,,"Belongs to the xanthine oxidase family of enzymes. The enzyme from Desulfovibrio sp. contains a molybdenum-molybdopterin-cytosine dinucleotide (MCD) complex and two types of [2Fe-2S] cluster per monomer, but does not contain FAD.","['aldehyde dehydrogenase (FAD-independent)', 'aldehyde oxidase', 'aldehyde oxidoreductase', 'Mop', 'AORDd']",,,,,,,,,,"['2Fe-2S', 'FAD', 'molybdopterin']",,,With other acceptors.,"['C00001', 'C00028', 'C00030', 'C00060', 'C00071', 'C00162']",[],0
1.20.9.1,2Fe2S,TRUE,,,TRUE,,,"Contains a molybdopterin centre comprising two molybdopterin guanosine dinucleotide cofactors bound to molybdenum, a [3Fe-4S] cluster and a Rieske-type [2Fe-2S] cluster. Isolated from beta-proteobacteria. Also uses a c-type cytochrome or O2 as acceptors.","['arsenate reductase (azurin)', 'arsenite oxidase (ambiguous)']",,,,,,,,,,"['2Fe-2S', '3Fe-4S', 'cytochrome', 'molybdopterin']",,,With a copper protein as acceptor.,"['C00001', 'C00080', 'C00125', 'C00126', 'C05357', 'C05358', 'C06697', 'C11215']",[],0
1.3.1.14,2Fe2S,TRUE,,,TRUE,,,"Binds FMN, FAD and a [2Fe-2S] cluster. The enzyme consists of two subunits, an FMN binding catalytic subunit and a FAD and iron-sulfur binding electron transfer subunit [4]. The reaction, which takes place in the cytosol, is the only redox reaction in the de-novo biosynthesis of pyrimidine nucleotides. Other class 1 dihydroorotate dehydrogenases use either fumarate (EC 1.3.98.1) or NADP+ (EC 1.3.1.15) as electron acceptor. The membrane bound class 2 dihydroorotate dehydrogenase (EC 1.3.5.2) uses quinone as electron acceptor.","['dihydroorotate dehydrogenase (NAD+)', 'orotate reductase (NADH)', 'orotate reductase (NADH2)', 'DHOdehase (ambiguous)', 'DHOD (ambiguous)', 'DHODase (ambiguous)', 'dihydroorotate oxidase, pyrD (gene name)']",,,,,,,,,,"['2Fe-2S', 'FAD', 'FMN', 'NAD', 'quinone']",,,With NAD(+) or NADP(+) as acceptor.,"['C00003', 'C00004', 'C00080', 'C00295', 'C00337']",[],0
1.3.7.4,2Fe2S,TRUE,"2Fe2S,Flavodoxin",,TRUE,,,Catalyses the two-electron reduction of biliverdin IXalpha. Can use [2Fe-2S] ferredoxins from a number of sources as acceptor but not the [4Fe-4S] ferredoxin from Clostridium pasteurianum. The isomerization of (3Z)-phytochromobilin to (3E)-phytochromobilin is thought to occur prior to covalent attachment to apophytochrome in the plant cell cytoplasm. Flavodoxins can be used instead of ferredoxin.,"['phytochromobilin:ferredoxin oxidoreductase', 'HY2', 'PPhi B synthase', 'phytochromobilin synthase']",,,,,,,,,,"['2Fe-2S', '4Fe-4S', 'ferredoxin', 'Flavodoxin']",,,With an iron-sulfur protein as acceptor.,"['C00138', 'C00139', 'C00500', 'C05913']",[],0
2.8.1.6,2Fe2S,TRUE,,,TRUE,,,"The enzyme binds a [4Fe-4S] and a [2Fe-2S] cluster. In every reaction cycle, the enzyme consumes two molecules of AdoMet, each producing 5'-deoxyadenosine and a putative dethiobiotinyl carbon radical. Reaction with another equivalent of AdoMet results in abstraction of the C6 methylene pro-S hydrogen atom from 9-mercaptodethiobiotin, and the resulting carbon radical is quenched via formation of an intramolecular C-S bond, thus closing the biotin thiophane ring. The sulfur donor is believed to be the [2Fe-2S] cluster, which is sacrificed in the process, so that in vitro the reaction is a single turnover. In vivo, the [2Fe-2S] cluster can be reassembled by the Isc or Suf iron-sulfur cluster assembly systems, to allow further catalysis.","['biotin synthase', 'dethiobiotin:sulfur sulfurtransferase']",,,,,,,,,,"['biotin', '2Fe-2S', '4Fe-4S', 'AdoMet']",,,Sulfurtransferases.,"['C00019', 'C00073', 'C00080', 'C00120', 'C01909', 'C05198', 'C05359', 'C17023']",[],0
7.1.1.6,2Fe2S,TRUE,,,TRUE,,,"Contains two b-type cytochromes, two c-type cytochromes (cn and f), and a [2Fe-2S] Rieske cluster. The enzyme plays a key role in photosynthesis, transferring electrons from photosystem II (EC 1.10.3.9) to photosystem I (EC 1.97.1.12). Cytochrome c-552 can act as acceptor instead of plastocyanin, but more slowly. In chloroplasts, protons are translocated through the thylakoid membrane from the stroma to the lumen. The mechanism occurs through the Q cycle as in EC 7.1.1.8, quinol---cytochrome-c reductase (complex III) and involves electron bifurcation.","['plastoquinol---plastocyanin reductase', 'plastoquinol/plastocyanin oxidoreductase', 'cytochrome f/b6 complex', 'cytochrome b6f complex']",,,,,,,,,,"['2Fe-2S', 'cytochrome']",,,Hydron translocation or charge separation linked to oxidoreductase reactions.,"['C00080', 'C02061', 'C03025', 'C03162', 'C10385', 'C16693', 'C16695']",[],0
1.17.7.4,3Fe4S,TRUE,"3Fe4S,4Fe4S",,TRUE,,,"An iron-sulfur protein that contains either a [3Fe-4S] [6] or a [4Fe-4S] [5] cluster. This enzyme forms a system with a ferredoxin or a flavodoxin and an NAD(P)H-dependent reductase. This is the last enzyme in the non-mevalonate pathway for isoprenoid biosynthesis. This pathway, also known as the 1-deoxy-D-xylulose 5-phosphate (DOXP) or as the 2-C-methyl-D-erythritol-4-phosphate (MEP) pathway, is found in most bacteria and in plant chloroplasts. The enzyme acts in the reverse direction, producing a 5:1 mixture of isopentenyl diphosphate and dimethylallyl diphosphate.","['4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase', 'isopentenyl-diphosphate:NADP+ oxidoreductase', 'LytB', '(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase', 'HMBPP reductase', 'IspH', 'LytB/IspH']",,,,,,,,,,"['3Fe-4S', '4Fe-4S', 'ferredoxin', 'flavodoxin', 'NAD']",,,With an iron-sulfur protein as acceptor.,"['C00001', 'C00080', 'C00129', 'C00138', 'C00139', 'C00235', 'C11811']",,
1.20.9.1,3Fe4S,TRUE,,,TRUE,,,"Contains a molybdopterin centre comprising two molybdopterin guanosine dinucleotide cofactors bound to molybdenum, a [3Fe-4S] cluster and a Rieske-type [2Fe-2S] cluster. Isolated from beta-proteobacteria. Also uses a c-type cytochrome or O2 as acceptors.","['arsenate reductase (azurin)', 'arsenite oxidase (ambiguous)']",,,,,,,,,,"['2Fe-2S', '3Fe-4S', 'cytochrome', 'molybdopterin']",,,With a copper protein as acceptor.,"['C00001', 'C00080', 'C00125', 'C00126', 'C05357', 'C05358', 'C06697', 'C11215']",,
1.4.1.13,3Fe4S,TRUE,,,TRUE,,,"Binds FMN, FAD, 2 [4Fe-4S] clusters and 1 [3Fe-4S] cluster. The reaction takes place in the direction of L-glutamate production. The protein is composed of two subunits, alpha and beta. The alpha subunit is composed of two domains, one hydrolysing L-glutamine to NH3 and L-glutamate (cf. EC 3.5.1.2, glutaminase), the other combining the produced NH3 with 2-oxoglutarate to produce a second molecule of L-glutamate (cf. EC 1.4.1.4, glutamate dehydrogenase [NADP+]). The beta subunit transfers electrons from the cosubstrate. The NH3 is channeled within the alpha subunit through a 31 A channel. The chanelling is very efficient and in the intact alpha-beta complex ammonia is produced only within the complex. In the absence of the beta subunit, coupling between the two domains of the alpha subunit is compromised and some ammonium can leak.","['glutamate synthase (NADPH)', 'glutamate (reduced nicotinamide adenine dinucleotide phosphate) synthase', 'L-glutamate synthase', 'L-glutamate synthetase', 'glutamate synthetase (NADP)', 'NADPH-dependent glutamate synthase', 'glutamine-ketoglutaric aminotransferase', 'NADPH-glutamate synthase', 'NADPH-linked glutamate synthase', 'glutamine amide-2-oxoglutarate aminotransferase (oxidoreductase, NADP)', 'L-glutamine:2-oxoglutarate aminotransferase, NADPH oxidizing', 'GOGAT']",,,,,,,,,,"['3Fe-4S', '4Fe-4S', 'FAD', 'FMN', 'NAD']",,,With NAD(+) or NADP(+) as acceptor.,"['C00001', 'C00005', 'C00006', 'C00014', 'C00025', 'C00026', 'C00064', 'C00080']",,
1.4.7.1,3Fe4S,TRUE,,,TRUE,,,"Binds a [3Fe-4S] cluster as well as FAD and FMN. The protein is composed of two domains, one hydrolysing L-glutamine to NH3 and L-glutamate (cf. EC 3.5.1.2, glutaminase), the other combining the produced NH3 with 2-oxoglutarate to produce a second molecule of L-glutamate. The NH3 is channeled through a 24 A channel in the active protein. No hydrolysis of glutamine takes place without ferredoxin and 2-oxoglutarate being bound to the protein [5,6].","['glutamate synthase (ferredoxin)', 'ferredoxin-dependent glutamate synthase', 'ferredoxin-glutamate synthase', 'glutamate synthase (ferredoxin-dependent)']",,,,,,,,,,"['3Fe-4S', 'ferredoxin', 'FAD', 'FMN']",,,With an iron-sulfur protein as acceptor.,"['C00001', 'C00014', 'C00025', 'C00026', 'C00064', 'C00080', 'C00138', 'C00139']",,
1.3.7.4,4Fe4S,FALSE,,,TRUE,,,Catalyses the two-electron reduction of biliverdin IXalpha. Can use [2Fe-2S] ferredoxins from a number of sources as acceptor but not the [4Fe-4S] ferredoxin from Clostridium pasteurianum. The isomerization of (3Z)-phytochromobilin to (3E)-phytochromobilin is thought to occur prior to covalent attachment to apophytochrome in the plant cell cytoplasm. Flavodoxins can be used instead of ferredoxin.,"['phytochromobilin:ferredoxin oxidoreductase', 'HY2', 'PPhi B synthase', 'phytochromobilin synthase']",,,,,,,,,,"['2Fe-2S', '4Fe-4S', 'ferredoxin', 'Flavodoxin']",,,With an iron-sulfur protein as acceptor.,"['C00138', 'C00139', 'C00500', 'C05913']",[],0
1.1.7.1,4Fe4S,TRUE,,,TRUE,,,A molybdenum-flavin-iron-sulfur protein that is involved in the anaerobic pathway of phenol metabolism in bacteria. A ferredoxin with two [4Fe-4S] clusters functions as the natural electron donor [3].,"['4-hydroxybenzoyl-CoA reductase', '4-hydroxybenzoyl-CoA reductase (dehydroxylating)', '4-hydroxybenzoyl-CoA:(acceptor) oxidoreductase', 'benzoyl-CoA:acceptor oxidoreductase']",,,,,,,,,,"['4Fe-4S', 'ferredoxin', 'flavin']",,,With an iron-sulfur protein as acceptor.,"['C00001', 'C00138', 'C00139', 'C00512', 'C02949']",[],0
1.1.98.6,4Fe4S,TRUE,,,TRUE,,,"The enzyme, which is expressed in the bacterium Escherichia coli during anaerobic growth, contains an iron sulfur center. The active form of the enzyme contains an oxygen-sensitive glycyl (1-amino-2-oxoethan-1-yl) radical that is generated by the activating enzyme NrdG via chemistry involving S-adenosylmethionine (SAM) and a [4Fe-4S] cluster. The glycyl radical is involved in generation of a transient thiyl (sulfanyl) radical on a cysteine residue, which attacks the substrate, forming a ribonucleotide 3'-radical, followed by water loss to form a ketyl (alpha-oxoalkyl) radical. The ketyl radical gains an electron from a cysteine residue and a proton from formic acid, forming 3'-keto-deoxyribonucleotide and generating a thiosulfuranyl (1lambda4-disulfan-1-yl) radical bridge between methionine and cysteine residues. Oxidation of formate by the thiosulfuranyl radical results in the release of CO2 and regeneration of the thiyl radical. cf. EC 1.17.4.1, ribonucleoside-diphosphate reductase and EC 1.17.4.2, ribonucleoside-triphosphate reductase (thioredoxin).","['ribonucleoside-triphosphate reductase (formate)', 'nrdD (gene name)', 'class III ribonucleoside-triphosphate reductase', 'anaerobic ribonucleotide reductase', 'anaerobic ribonucleoside-triphosphate reductase']",,,,,,,,,,"['4Fe-4S', 'glycyl radical', 'S-adenosylmethionine']",,,"With other, known, acceptors.","['C00001', 'C00002', 'C00011', 'C00044', 'C00058', 'C00063', 'C00075', 'C00131', 'C00286', 'C00458', 'C00460', 'C00677', 'C03802']",[],0
1.1.98.7,4Fe4S,TRUE,,,TRUE,,,"A bacterial radical S-adenosyl-L-methionine (AdoMet) enzyme that contains three [4Fe-4S] clusters. The enzyme, found in some bacteria, activates a type I sulfatase enzyme (EC 3.1.6.1) by converting a conserved L-serine residue in the active site to a unique 3-oxo-L-alanine residue that is essential for the sulfatase activity. While the enzyme from Klebsiella pneumoniae is specific for L-serine, the enzyme from Clostridium perfringens can also act on L-cysteine, see EC 1.8.98.7, cysteine-type anaerobic sulfatase-maturating enzyme.","['serine-type anaerobic sulfatase-maturating enzyme', 'atsB (gene name)']",,,,,,,,,,"['4Fe-4S', 'S-adenosyl-L-methionine']",,,"With other, known, acceptors.","['C00019', 'C00073', 'C05198', 'C21741', 'C22227']",[],0
1.1.99.30,4Fe4S,TRUE,,,TRUE,,,"Contains [4Fe-4S] and a mononucleotide molybdenum (pyranopterin) cofactor. Has broad substrate specificity, with 2-oxo-monocarboxylates and 2-oxo-dicarboxylates acting as substrates. Branching in a substrate at the C-3 position results in loss of activity. The enzyme from Proteus sp. is inactivated by oxygen.","['2-oxo-acid reductase', '(2R)-hydroxycarboxylate-viologen-oxidoreductase', 'HVOR', '2-oxoacid reductase']",,,,,,,,,,['4Fe-4S'],,,With other acceptors.,"['C00028', 'C00030', 'C00161', 'C02489']",[],0
1.17.5.3,4Fe4S,TRUE,,,TRUE,,,"The enzyme contains molybdopterin-guanine dinucleotides, five [4Fe-4S] clusters and two heme b groups. Formate dehydrogenase-N oxidizes formate in the periplasm, transferring electrons via the menaquinone pool in the cytoplasmic membrane to a dissimilatory nitrate reductase (EC 1.7.5.1), which transfers electrons to nitrate in the cytoplasm. The system generates proton motive force under anaerobic conditions [3].","['formate dehydrogenase-N', 'Fdh-N', 'FdnGHI', 'nitrate-inducible formate dehydrogenase', 'formate dehydrogenase N', 'FDH-N', 'nitrate inducible Fdn', 'nitrate inducible formate dehydrogenase']",,,,,,,,,,"['4Fe-4S', 'heme', 'molybdopterin', 'menaquinone']",,,With a quinone or similar compound as acceptor.,"['C00011', 'C00058', 'C15602', 'C15603']",[],0
