ec,rule,rn
1.1.2.3,2002_243,R00196
1.1.2.7,5,R01146
1.1.2.7,5,R09127
1.1.2.7,5,R09128
1.1.2.7,5,R10713
1.1.2.7,5_582,R01146
1.1.2.7,5_582,R09127
1.1.2.7,5_582,R09128
1.1.2.7,5_582,R10713
1.1.2.7,582,R01146
1.1.2.7,582,R09127
1.1.2.7,582,R09128
1.1.2.7,582,R10713
1.1.2.8,5,R05062
1.1.2.8,5,R05198
1.1.2.8,5,R05285
1.1.3.10,2003_244,R00302
1.1.3.12,2003_244,R01711
1.1.3.13,2003_244,R00608
1.1.3.13,2003_244,R00637
1.1.3.13,217_304,R00608
1.1.3.13,217_304,R00637
1.1.3.15,217_304,R00475
1.1.3.15,217_304,R01341
1.1.3.15,2002,R00475
1.1.3.15,2002,R01341
1.1.3.17,2003_244,R08212
1.1.3.17,2003_244,R01022
1.1.3.17,2003_244,R08211
1.1.3.2,2002,R11996
1.1.3.2,1_102_2003,R11996
1.1.3.21,2003_244_6058,R00846
1.1.3.38,217_304,R02877
1.1.3.4,2003_244,R01522
1.1.3.41,217_304,R07152
1.1.3.41,217_304,R11618
1.1.3.41,217_304,R11620
1.1.3.45,217_304,R09334
1.1.3.46,2002,R06633
1.1.3.47,2003_244,R10858
1.1.3.47,2003_244,R10853
1.1.3.47,2003_244,R10854
1.1.3.47,2003_244,R10855
1.1.3.47,2003_244,R10856
1.1.3.47,2003_244,R10857
1.1.3.48,2007_4002,R11394
1.1.3.5,217_304,R01522
1.1.3.6,2003_244,R01459
1.1.3.6,217_304,R01459
1.1.3.7,2003_244,R01491
1.1.3.9,10_11_5,R01098
1.1.3.9,10_11_5,R01099
1.1.5.12,217_304,R11591
1.1.5.2,5,R06620
1.1.5.3,2003_244_6058,R00848
1.1.5.3,2003_244_6058,R00849
1.1.5.3,2003_244_6058,R08657
1.1.5.9,2003_244,R00305
1.1.5.9,2003,R00305
1.1.7.1,179_217_221_231_244_325,R05316
1.1.7.1,1109_179_217_221_231_244_325,R05316
1.1.9.1,107_5,R09480
1.1.98.2,2002,R09550
1.1.98.3,217_304,R10112
1.1.98.6,2500,R11592
1.1.98.6,2500,R11633
1.1.98.6,2500,R11634
1.1.98.6,2500,R11635
1.1.98.6,2500,R11636
1.1.99.18,11,R02365
1.1.99.18,11,R06247
1.1.99.18,11,R01442
1.1.99.18,11,R01443
1.1.99.18,11,R06244
1.1.99.18,11,R06246
1.1.99.18,2003_244,R02365
1.1.99.18,2003_244,R06247
1.1.99.18,2003_244,R01442
1.1.99.18,2003_244,R01443
1.1.99.18,2003_244,R06244
1.1.99.18,2003_244,R06246
1.1.99.28,2003_298,R00874
1.1.99.29,2003_244,R07347
1.1.99.29,2003_244,R07348
1.1.99.31,2002,R04160
1.1.99.31,2002,R03793
1.1.99.31,2002,R07664
1.1.99.38,2002,R08893
1.10.3.1,10_146,R00031
1.10.3.1,10_146,R00045
1.10.3.1,10_146,R00080
1.10.3.1,10_146,R02078
1.10.3.1,10_146,R00058
1.10.3.1,146,R00031
1.10.3.1,146,R00045
1.10.3.1,146,R00080
1.10.3.1,146,R02078
1.10.3.1,146,R00058
1.10.3.1,10,R00031
1.10.3.1,10,R00045
1.10.3.1,10,R00080
1.10.3.1,10,R02078
1.10.3.1,10,R00058
1.10.3.2,3156,R00083
1.10.3.3,3156,R00068
1.10.3.4,3156,R08762
1.10.3.4,3156,R08763
1.10.3.4,3156,R00074
1.10.3.9,5037,R09503
1.10.5.1,2007,R07361
1.11.1.1,2003_244,R00090
1.11.1.10,108,R00052
1.11.1.10,7579,R00052
1.11.1.10,180,R00052
1.11.1.11,136,R00644
1.11.1.11,136,R09540
1.11.1.11,136,R03186
1.11.1.12,2485,R03167
1.11.1.13,136,R00011
1.11.1.14,136,R04461
1.11.1.14,136,R11501
1.11.1.14,136,R11502
1.11.1.16,304,R07612
1.11.1.16,304,R11503
1.11.1.16,304,R00011
1.11.1.16,136,R07612
1.11.1.16,136,R11503
1.11.1.18,7579,R09505
1.11.1.18,180,R09505
1.11.1.19,304,R10915
1.11.1.21,136,R00602
1.11.1.21,136,R00698
1.11.1.21,136,R02596
1.11.1.21,136,R02670
1.11.1.21,136,R03919
1.11.1.21,136,R04007
1.11.1.21,136,R07443
1.11.1.21,136,R11906
1.11.1.21,136,R03532
1.11.1.21,136,R00009
1.11.1.23,10_101,R08863
1.11.1.24,2485,R12570
1.11.1.25,2485,R12571
1.11.1.26,2485,R12579
1.11.1.27,2485,R12578
1.11.1.28,608,R12602
1.11.1.28,608,R12603
1.11.1.28,2485,R12602
1.11.1.28,2485,R12603
1.11.1.5,107,R00017
1.11.1.5,136,R00017
1.11.1.6,150,R00602
1.11.1.6,150,R02670
1.11.1.6,150,R00009
1.11.1.6,2007_4028_4047_4048,R00602
1.11.1.6,2007_4028_4047_4048,R02670
1.11.1.6,2007_4028_4047_4048,R00009
1.11.1.6,2007_4028_4048,R00602
1.11.1.6,2007_4028_4048,R02670
1.11.1.6,2007_4028_4048,R00009
1.11.1.6,4028_4047_4048,R00602
1.11.1.6,4028_4047_4048,R02670
1.11.1.6,4028_4047_4048,R00009
1.11.1.6,4047_4048,R00602
1.11.1.6,4047_4048,R02670
1.11.1.6,4047_4048,R00009
1.11.1.7,109,R02596
1.11.1.7,109,R03919
1.11.1.7,109,R04007
1.11.1.7,109,R07443
1.11.1.7,109,R00602
1.11.1.7,109,R03532
1.11.1.7,106,R02596
1.11.1.7,106,R03919
1.11.1.7,106,R04007
1.11.1.7,106,R07443
1.11.1.7,106,R00602
1.11.1.7,106,R03532
1.11.1.7,149,R02596
1.11.1.7,149,R03919
1.11.1.7,149,R04007
1.11.1.7,149,R07443
1.11.1.7,149,R00602
1.11.1.7,149,R03532
1.11.1.7,304,R02596
1.11.1.7,304,R03919
1.11.1.7,304,R04007
1.11.1.7,304,R07443
1.11.1.7,304,R00602
1.11.1.7,304,R03532
1.11.1.9,2485_271,R07034
1.11.1.9,2485_271,R07035
1.11.1.9,2485_271,R00274
1.11.1.9,109_2485,R07034
1.11.1.9,109_2485,R07035
1.11.1.9,109_2485,R00274
1.11.1.9,2485,R07034
1.11.1.9,2485,R07035
1.11.1.9,2485,R00274
1.11.2.1,108,R09507
1.11.2.2,136_PDBChainNotFound,R11906
1.11.2.2,136_PDBChainNotFound,R09564
1.11.2.2,136,R09564
1.11.2.4,149,R09740
1.11.2.4,149,R09741
1.12.1.2,2007_244_4024_4025,R00700
1.12.1.3,2485,R07181
1.12.2.1,2007_4024,R04015
1.12.2.1,2007_244_4024_4025_4046,R04015
1.12.5.1,244_4025_4046,R02965
1.12.7.2,205_581_7556,R00019
1.12.7.2,2007_244_4025_4272,R00019
1.12.7.2,244_4025_4046,R00019
1.12.7.2,205_221_5100_581_7556,R00019
1.12.98.1,2007_205,R03025
1.12.98.1,2007_205_3740_PDBChainNotFound,R03025
1.12.98.1,2007_205_244_3740_4025,R03025
1.12.98.1,2007_205_3740,R03025
1.12.98.2,129_2003,R04455
1.12.99.6,2007_4024,R08034
1.12.99.6,2007_4024,R07182
1.12.99.6,244_4025_4046,R08034
1.12.99.6,244_4025_4046,R07182
1.12.99.6,2007_244_4024_4025_4046,R08034
1.12.99.6,2007_244_4024_4025_4046,R07182
1.12.99.6,2007_244_4024_4025_4046_6071,R08034
1.12.99.6,2007_244_4024_4025_4046_6071,R07182
1.12.99.6,2007_244_4024_4025,R08034
1.12.99.6,2007_244_4024_4025,R07182
1.13.11.1,11,R04258
1.13.11.1,11,R05299
1.13.11.1,11,R08114
1.13.11.1,11,R08115
1.13.11.1,11,R09134
1.13.11.1,11,R00817
1.13.11.11,4229_4983,R00678
1.13.11.11,4229,R00678
1.13.11.12,10_158,R07864
1.13.11.12,10_158,R03626
1.13.11.12,10_158,R07869
1.13.11.12,158,R07864
1.13.11.12,158,R03626
1.13.11.12,158,R07869
1.13.11.15,211,R03303
1.13.11.18,2007_247,R08678
1.13.11.18,2007_247,R11946
1.13.11.18,2007_247,R11947
1.13.11.18,247,R08678
1.13.11.18,247,R11946
1.13.11.18,247,R11947
1.13.11.2,211,R04089
1.13.11.2,211,R05295
1.13.11.2,211,R05404
1.13.11.2,211,R05406
1.13.11.2,211,R07795
1.13.11.2,211,R00816
1.13.11.20,10,R00893
1.13.11.24,10,R02156
1.13.11.25,211,R04597
1.13.11.27,211,R01372
1.13.11.27,211,R02521
1.13.11.29,2012,R04598
1.13.11.29,2012,R04599
1.13.11.29,2012,R02075
1.13.11.3,11,R03549
1.13.11.3,11,R01631
1.13.11.31,10_158,R01596
1.13.11.31,158,R01596
1.13.11.33,10_158,R01593
1.13.11.33,158,R01593
1.13.11.34,10_158,R08527
1.13.11.34,10_158,R01595
1.13.11.34,10_158,R03058
1.13.11.37,11,R03891
1.13.11.37,11,R04061
1.13.11.39,211,R05245
1.13.11.39,211,R07827
1.13.11.39,211,R03462
1.13.11.4,10,R02656
1.13.11.40,10_158,R01594
1.13.11.40,4028_4047,R01594
1.13.11.40,10_158_4028_4047,R01594
1.13.11.41,10,R01305
1.13.11.43,5,R00043
1.13.11.45,158,R05718
1.13.11.46,211,R05778
1.13.11.46,211,R06632
1.13.11.47,7579,R04915
1.13.11.47,7579,R05719
1.13.11.48,7579,R05155
1.13.11.48,7579,R05720
1.13.11.49,304,R05721
1.13.11.5,10,R02519
1.13.11.50,10,R07183
1.13.11.51,5,R09682
1.13.11.51,5,R06953
1.13.11.51,5,R06952
1.13.11.52,4229_4983,R02702
1.13.11.52,4229_4983,R02909
1.13.11.52,4229_4983,R03628
1.13.11.52,4229_4983,R07362
1.13.11.53,10,R07363
1.13.11.54,10,R07364
1.13.11.55,304,R07365
1.13.11.56,211,R04117
1.13.11.58,10_158,R07057
1.13.11.58,2012_557,R07057
1.13.11.58,158,R07057
1.13.11.6,10,R02665
1.13.11.72,10_101,R08864
1.13.11.73,10_101,R10191
1.13.11.74,2012,R05405
1.13.11.75,5,R09601
1.13.11.76,2012,R10521
1.13.11.77,158,R10576
1.13.11.77,158,R10577
1.13.11.77,158,R10578
1.13.11.78,131,R10722
1.13.11.79,304,R09083
1.13.11.8,2012_557,R03550
1.13.11.8,2012_557,R04280
1.13.11.8,2012_557,R09272
1.13.11.8,2012_557,R09565
1.13.11.8,2012_557,R01632
1.13.11.80,2486,R06624
1.13.11.81,230,R11037
1.13.12.13,9,R07128
1.13.12.16,2002,R00025
1.13.12.18,9,R09571
1.13.12.19,10,R09784
1.13.12.2,2003_244,R00449
1.13.12.22,304,R09327
1.13.12.3,2003_244,R00679
1.13.12.4,2002,R00319
1.13.12.5,108,R03137
1.13.12.5,7579,R03137
1.13.12.7,327_4011_7584,R04036
1.13.12.7,4011_7584,R04036
1.13.12.9,2003_244,R00690
1.13.99.1,131,R01184
1.14.11.1,10_719,R02397
1.14.11.13,10,R03809
1.14.11.13,10,R06337
1.14.11.13,10,R06338
1.14.11.13,10,R06342
1.14.11.13,10,R06343
1.14.11.13,10,R06344
1.14.11.13,10,R06345
1.14.11.13,10,R03008
1.14.11.16,10,R04073
1.14.11.16,10_109,R04073
1.14.11.17,10,R05320
1.14.11.18,10,R05722
1.14.11.2,109,R01252
1.14.11.2,109,R03219
1.14.11.2,109_3777,R01252
1.14.11.2,109_3777,R03219
1.14.11.21,10,R05466
1.14.11.21,10,R05468
1.14.11.21,10,R05469
1.14.11.27,376,R10056
1.14.11.27,376,R09510
1.14.11.27,376,R09511
1.14.11.27,10_6171,R10056
1.14.11.27,10_6171,R09510
1.14.11.27,10_6171,R09511
1.14.11.27,3109_376,R10056
1.14.11.27,3109_376,R09510
1.14.11.27,3109_376,R09511
1.14.11.27,145,R10056
1.14.11.27,145,R09510
1.14.11.27,145,R09511
1.14.11.27,10,R10056
1.14.11.27,10,R09510
1.14.11.27,10,R09511
1.14.11.27,145_207,R10056
1.14.11.27,145_207,R09510
1.14.11.27,145_207,R09511
1.14.11.27,10_376_6171,R10056
1.14.11.27,10_376_6171,R09510
1.14.11.27,10_376_6171,R09511
1.14.11.27,10_101,R10056
1.14.11.27,10_101,R09510
1.14.11.27,10_101,R09511
1.14.11.27,10_6171_PDBChainNotFound,R10056
1.14.11.27,10_6171_PDBChainNotFound,R09510
1.14.11.27,10_6171_PDBChainNotFound,R09511
1.14.11.28,10_6174,R09572
1.14.11.31,10,R03698
1.14.11.31,10,R05126
1.14.11.35,10,R10157
1.14.11.37,10,R10312
1.14.11.38,10,R10445
1.14.11.39,10,R10446
1.14.11.4,10,R03376
1.14.11.41,10,R09363
1.14.11.42,10,R10522
1.14.11.44,10,R10539
1.14.11.44,10,R10542
1.14.11.51,10,R11345
1.14.11.55,10,R08050
1.14.11.56,10_6174,R11594
1.14.11.6,3277,R08610
1.14.11.6,3277,R08611
1.14.11.6,3277,R01412
1.14.11.61,10,R11549
1.14.11.63,10,R12315
1.14.11.63,10_7523,R12315
1.14.11.64,10,R12216
1.14.11.66,10,R12459
1.14.11.66,10,R12460
1.14.11.66,4,R12459
1.14.11.66,4,R12460
1.14.11.66,4,R09510
1.14.11.67,101,R12461
1.14.11.67,101,R12460
1.14.11.67,101,R09510
1.14.11.67,101,R09511
1.14.11.67,377,R12461
1.14.11.67,377,R12460
1.14.11.67,377,R09510
1.14.11.67,377,R09511
1.14.11.67,376,R12461
1.14.11.67,376,R12460
1.14.11.67,10_377,R12461
1.14.11.67,10_377,R12460
1.14.11.67,10_377,R09510
1.14.11.67,10_377,R09511
1.14.11.67,10,R12461
1.14.11.67,10_101_377,R12461
1.14.11.67,10_101_377,R12460
1.14.11.67,10_101_377,R09510
1.14.11.67,10_101_377,R09511
1.14.11.67,10_377_6171,R12461
1.14.11.67,10_377_6171,R12460
1.14.11.67,10_377_6171,R09510
1.14.11.67,10_377_6171,R09511
1.14.11.68,10_377_6171,R12459
1.14.12.10,243,R05622
1.14.12.10,243,R08100
1.14.12.10,243,R08101
1.14.12.10,243,R08108
1.14.12.10,243,R08109
1.14.12.10,243,R08110
1.14.12.10,243,R05621
1.14.12.10,243,R07188
1.14.12.11,243_331_4294_66,R09151
1.14.12.11,243_331_4294_66,R09152
1.14.12.11,243_331_4294_66,R03559
1.14.12.12,243_331_4294_66,R05422
1.14.12.12,243_331_4294_66,R05423
1.14.12.12,243_331_4294_66,R05424
1.14.12.12,243_331_4294_66,R05425
1.14.12.12,243_331_4294_66,R05426
1.14.12.12,243_331_4294_66,R05427
1.14.12.12,243_331_4294_66,R06909
1.14.12.12,243_331_4294_66,R06930
1.14.12.12,243_331_4294_66,R06937
1.14.12.12,243_331_4294_66,R07704
1.14.12.12,243_331_4294_66,R09159
1.14.12.12,243_331_4294_66,R02968
1.14.12.12,331_4294_66,R05422
1.14.12.12,331_4294_66,R05423
1.14.12.12,331_4294_66,R05424
1.14.12.12,331_4294_66,R05425
1.14.12.12,331_4294_66,R05426
1.14.12.12,331_4294_66,R05427
1.14.12.12,331_4294_66,R06909
1.14.12.12,331_4294_66,R06930
1.14.12.12,331_4294_66,R06937
1.14.12.12,331_4294_66,R07704
1.14.12.12,331_4294_66,R09159
1.14.12.12,331_4294_66,R02968
1.14.12.17,106,R05724
1.14.12.17,106,R05725
1.14.12.17,1_106_7514,R05724
1.14.12.17,1_106_7514,R05725
1.14.12.17,1_7514,R05724
1.14.12.17,1_7514,R05725
1.14.12.18,243_331_4294_66,R05261
1.14.12.18,243_331_4294_66,R05262
1.14.12.18,243_331_4294_66,R05264
1.14.12.18,243_331_4294_66,R05263
1.14.12.22,331_4294_66,R05414
1.14.12.22,331_4294_66,R09512
1.14.12.3,243_331_4294_66,R03543
1.14.13.1,149,R05632
1.14.13.1,149,R06915
1.14.13.1,149,R06936
1.14.13.1,149,R06939
1.14.13.1,149,R00818
1.14.13.1,2003_244,R05632
1.14.13.1,2003_244,R06915
1.14.13.1,2003_244,R06936
1.14.13.1,2003_244,R06939
1.14.13.1,2003_244,R00818
1.14.13.10,2003_244,R04130
1.14.13.106,149,R10072
1.14.13.106,149,R08851
1.14.13.106,149,R08852
1.14.13.106,149,R08853
1.14.13.106,149,R08854
1.14.13.113,2003_244,R09514
1.14.13.114,2003_244,R08764
1.14.13.131,2002,R09786
1.14.13.149,150,R09838
1.14.13.154,149,R05521
1.14.13.154,149,R05522
1.14.13.160,2003,R10044
1.14.13.178,331_4294_66,R07969
1.14.13.178,331_4294_66,R07970
1.14.13.178,331_4294_66,R07955
1.14.13.178,331_4294_66,R07956
1.14.13.178,331_4294_66,R07973
1.14.13.178,331_4294_66,R07974
1.14.13.178,331_4294_66,R07957
1.14.13.178,331_4294_66,R07958
1.14.13.178,331_66,R07969
1.14.13.178,331_66,R07970
1.14.13.178,331_66,R07955
1.14.13.178,331_66,R07956
1.14.13.178,331_66,R07973
1.14.13.178,331_66,R07974
1.14.13.178,331_66,R07957
1.14.13.178,331_66,R07958
1.14.13.179,331_4294_66,R07939
1.14.13.179,331_4294_66,R07954
1.14.13.179,331_4294_66,R07975
1.14.13.179,331_4294_66,R07976
1.14.13.179,331_4294_66,R07961
1.14.13.179,331_4294_66,R07962
1.14.13.179,331_4294_66,R07967
1.14.13.179,331_4294_66,R07968
1.14.13.180,2003_244_2485,R06683
1.14.13.187,4033_4052_633,R10664
1.14.13.187,4033_4052_633,R10662
1.14.13.187,4033_4052_633,R10663
1.14.13.195,2003,R10789
1.14.13.196,2003,R10790
1.14.13.2,2003_244,R01298
1.14.13.208,150,R09555
1.14.13.217,2003_244,R11134
1.14.13.217,2003_244,R11158
1.14.13.218,2003_244,R11578
1.14.13.218,2003_244,R11346
1.14.13.22,2003,R06622
1.14.13.22,2003,R02231
1.14.13.225,377,R11425
1.14.13.225,193,R11425
1.14.13.225,193_2003_244,R11425
1.14.13.225,2003_244,R11425
1.14.13.225,192,R11425
1.14.13.23,2003_244_2485,R01628
1.14.13.231,2003_244,R11525
1.14.13.231,2003_244,R11526
1.14.13.231,2003_244,R11449
1.14.13.234,2003_244_2485,R09198
1.14.13.236,150_221,R05666
1.14.13.240,2003_244,R04987
1.14.13.240,2003_244,R08768
1.14.13.25,150_640,R02823
1.14.13.25,150_640,R07098
1.14.13.25,150_640,R09141
1.14.13.25,150_640,R09148
1.14.13.25,150_640,R01142
1.14.13.25,150_640,R01143
1.14.13.25,221,R02823
1.14.13.25,221,R07098
1.14.13.25,221,R09141
1.14.13.25,221,R09148
1.14.13.25,221,R01142
1.14.13.25,221,R01143
1.14.13.25,150,R02823
1.14.13.25,150,R07098
1.14.13.25,150,R09141
1.14.13.25,150,R09148
1.14.13.25,150,R01142
1.14.13.25,150,R01143
1.14.13.25,11_192_3207_PDBChainNotFound,R02823
1.14.13.25,11_192_3207_PDBChainNotFound,R07098
1.14.13.25,11_192_3207_PDBChainNotFound,R09141
1.14.13.25,11_192_3207_PDBChainNotFound,R09148
1.14.13.25,11_192_3207_PDBChainNotFound,R01142
1.14.13.25,11_192_3207_PDBChainNotFound,R01143
1.14.13.25,1_7514,R02823
1.14.13.25,1_7514,R07098
1.14.13.25,1_7514,R09141
1.14.13.25,1_7514,R09148
1.14.13.25,1_7514,R01142
1.14.13.25,1_7514,R01143
1.14.13.38,2003_244_2485,R09193
1.14.13.38,2003_244_2485,R04060
1.14.13.39,1_3687_7514,R00557
1.14.13.39,1_3687_7514,R00558
1.14.13.39,1_3687_7514,R00111
1.14.13.39,1_2007_3687_7514,R00557
1.14.13.39,1_2007_3687_7514,R00558
1.14.13.39,1_2007_3687_7514,R00111
1.14.13.39,7,R00557
1.14.13.39,7,R00558
1.14.13.39,7,R00111
1.14.13.39,262,R00557
1.14.13.39,262,R00558
1.14.13.39,262,R00111
1.14.13.39,2007,R00557
1.14.13.39,2007,R00558
1.14.13.39,2007,R00111
1.14.13.39,262_PDBChainNotFound,R00557
1.14.13.39,262_PDBChainNotFound,R00558
1.14.13.39,262_PDBChainNotFound,R00111
1.14.13.44,2003_244_2485,R03964
1.14.13.54,2003,R07192
1.14.13.54,2003,R07193
1.14.13.54,2003,R02210
1.14.13.54,2003,R08205
1.14.13.54,2003,R08206
1.14.13.59,2003,R00448
1.14.13.61,331_4294_66,R05158
1.14.13.7,1,R03566
1.14.13.7,1,R03568
1.14.13.7,1,R00815
1.14.13.7,2003_244_2485,R03566
1.14.13.7,2003_244_2485,R03568
1.14.13.7,2003_244_2485,R00815
1.14.13.7,304,R03566
1.14.13.7,304,R03568
1.14.13.7,304,R00815
1.14.13.8,2003,R04523
1.14.13.8,2003,R08266
1.14.13.8,2003,R03344
1.14.13.9,2003_244,R01960
1.14.13.92,2003,R07201
1.14.14.1,1_3687_7514,R03697
1.14.14.1,1_3687_7514,R05259
1.14.14.1,1_3687_7514,R07000
1.14.14.1,1_3687_7514,R07001
1.14.14.1,1_3687_7514,R07021
1.14.14.1,1_3687_7514,R07022
1.14.14.1,1_3687_7514,R07042
1.14.14.1,1_3687_7514,R07043
1.14.14.1,1_3687_7514,R07044
1.14.14.1,1_3687_7514,R07045
1.14.14.1,1_3687_7514,R07046
1.14.14.1,1_3687_7514,R07048
1.14.14.1,1_3687_7514,R07050
1.14.14.1,1_3687_7514,R07051
1.14.14.1,1_3687_7514,R07052
1.14.14.1,1_3687_7514,R07054
1.14.14.1,1_3687_7514,R07055
1.14.14.1,1_3687_7514,R07056
1.14.14.1,1_3687_7514,R07079
1.14.14.1,1_3687_7514,R07080
1.14.14.1,1_3687_7514,R07081
1.14.14.1,1_3687_7514,R07085
1.14.14.1,1_3687_7514,R07087
1.14.14.1,1_3687_7514,R07098
1.14.14.1,1_3687_7514,R07099
1.14.14.1,1_3687_7514,R07939
1.14.14.1,1_3687_7514,R07943
1.14.14.1,1_3687_7514,R07945
1.14.14.1,1_3687_7514,R08265
1.14.14.1,1_3687_7514,R08267
1.14.14.1,1_3687_7514,R08270
1.14.14.1,1_3687_7514,R08286
1.14.14.1,1_3687_7514,R08287
1.14.14.1,1_3687_7514,R08293
1.14.14.1,1_3687_7514,R08294
1.14.14.1,1_3687_7514,R08312
1.14.14.1,1_3687_7514,R08343
1.14.14.1,1_3687_7514,R08344
1.14.14.1,1_3687_7514,R08345
1.14.14.1,1_3687_7514,R08390
1.14.14.1,1_3687_7514,R08391
1.14.14.1,1_3687_7514,R08392
1.14.14.1,1_3687_7514,R09404
1.14.14.1,1_3687_7514,R09405
1.14.14.1,1_3687_7514,R09406
1.14.14.1,1_3687_7514,R09407
1.14.14.1,1_3687_7514,R09408
1.14.14.1,1_3687_7514,R09416
1.14.14.1,1_3687_7514,R09418
1.14.14.1,1_3687_7514,R09421
1.14.14.1,1_3687_7514,R09423
1.14.14.1,1_3687_7514,R09424
1.14.14.1,1_3687_7514,R09425
1.14.14.1,1_3687_7514,R09442
1.14.14.1,1_3687_7514,R01842
1.14.14.1,1_3687_7514,R02354
1.14.14.1,1_3687_7514,R02355
1.14.14.1,1_3687_7514,R02356
1.14.14.1,1_3687_7514,R02503
1.14.14.1,1_3687_7514,R03088
1.14.14.1,1_3687_7514,R03089
1.14.14.1,1_3687_7514,R03090
1.14.14.1,1_3687_7514,R03408
1.14.14.1,1_3687_7514,R03629
1.14.14.1,1_3687_7514,R04121
1.14.14.1,1_3687_7514,R04122
1.14.14.1,149,R03697
1.14.14.1,149,R05259
1.14.14.1,149,R07000
1.14.14.1,149,R07001
1.14.14.1,149,R07021
1.14.14.1,149,R07022
1.14.14.1,149,R07042
1.14.14.1,149,R07043
1.14.14.1,149,R07044
1.14.14.1,149,R07045
1.14.14.1,149,R07046
1.14.14.1,149,R07048
1.14.14.1,149,R07050
1.14.14.1,149,R07051
1.14.14.1,149,R07052
1.14.14.1,149,R07054
1.14.14.1,149,R07055
1.14.14.1,149,R07056
1.14.14.1,149,R07079
1.14.14.1,149,R07080
1.14.14.1,149,R07081
1.14.14.1,149,R07085
1.14.14.1,149,R07087
1.14.14.1,149,R07098
1.14.14.1,149,R07099
1.14.14.1,149,R07939
1.14.14.1,149,R07943
1.14.14.1,149,R07945
1.14.14.1,149,R08265
1.14.14.1,149,R08267
1.14.14.1,149,R08270
1.14.14.1,149,R08286
1.14.14.1,149,R08287
1.14.14.1,149,R08293
1.14.14.1,149,R08294
1.14.14.1,149,R08312
1.14.14.1,149,R08343
1.14.14.1,149,R08344
1.14.14.1,149,R08345
1.14.14.1,149,R08390
1.14.14.1,149,R08391
1.14.14.1,149,R08392
1.14.14.1,149,R09404
1.14.14.1,149,R09405
1.14.14.1,149,R09406
1.14.14.1,149,R09407
1.14.14.1,149,R09408
1.14.14.1,149,R09416
1.14.14.1,149,R09418
1.14.14.1,149,R09421
1.14.14.1,149,R09423
1.14.14.1,149,R09424
1.14.14.1,149,R09425
1.14.14.1,149,R09442
1.14.14.1,149,R01842
1.14.14.1,149,R02354
1.14.14.1,149,R02355
1.14.14.1,149,R02356
1.14.14.1,149,R02503
1.14.14.1,149,R03088
1.14.14.1,149,R03089
1.14.14.1,149,R03090
1.14.14.1,149,R03408
1.14.14.1,149,R03629
1.14.14.1,149,R04121
1.14.14.1,149,R04122
1.14.14.1,149_2007,R03697
1.14.14.1,149_2007,R05259
1.14.14.1,149_2007,R07000
1.14.14.1,149_2007,R07001
1.14.14.1,149_2007,R07021
1.14.14.1,149_2007,R07022
1.14.14.1,149_2007,R07042
1.14.14.1,149_2007,R07043
1.14.14.1,149_2007,R07044
1.14.14.1,149_2007,R07045
1.14.14.1,149_2007,R07046
1.14.14.1,149_2007,R07048
1.14.14.1,149_2007,R07050
1.14.14.1,149_2007,R07051
1.14.14.1,149_2007,R07052
1.14.14.1,149_2007,R07054
1.14.14.1,149_2007,R07055
1.14.14.1,149_2007,R07056
1.14.14.1,149_2007,R07079
1.14.14.1,149_2007,R07080
1.14.14.1,149_2007,R07081
1.14.14.1,149_2007,R07085
1.14.14.1,149_2007,R07087
1.14.14.1,149_2007,R07098
1.14.14.1,149_2007,R07099
1.14.14.1,149_2007,R07939
1.14.14.1,149_2007,R07943
1.14.14.1,149_2007,R07945
1.14.14.1,149_2007,R08265
1.14.14.1,149_2007,R08267
1.14.14.1,149_2007,R08270
1.14.14.1,149_2007,R08286
1.14.14.1,149_2007,R08287
1.14.14.1,149_2007,R08293
1.14.14.1,149_2007,R08294
1.14.14.1,149_2007,R08312
1.14.14.1,149_2007,R08343
1.14.14.1,149_2007,R08344
1.14.14.1,149_2007,R08345
1.14.14.1,149_2007,R08390
1.14.14.1,149_2007,R08391
1.14.14.1,149_2007,R08392
1.14.14.1,149_2007,R09404
1.14.14.1,149_2007,R09405
1.14.14.1,149_2007,R09406
1.14.14.1,149_2007,R09407
1.14.14.1,149_2007,R09408
1.14.14.1,149_2007,R09416
1.14.14.1,149_2007,R09418
1.14.14.1,149_2007,R09421
1.14.14.1,149_2007,R09423
1.14.14.1,149_2007,R09424
1.14.14.1,149_2007,R09425
1.14.14.1,149_2007,R09442
1.14.14.1,149_2007,R01842
1.14.14.1,149_2007,R02354
1.14.14.1,149_2007,R02355
1.14.14.1,149_2007,R02356
1.14.14.1,149_2007,R02503
1.14.14.1,149_2007,R03088
1.14.14.1,149_2007,R03089
1.14.14.1,149_2007,R03090
1.14.14.1,149_2007,R03408
1.14.14.1,149_2007,R03629
1.14.14.1,149_2007,R04121
1.14.14.1,149_2007,R04122
1.14.14.1,4033_4052_633,R03697
1.14.14.1,4033_4052_633,R05259
1.14.14.1,4033_4052_633,R07000
1.14.14.1,4033_4052_633,R07001
1.14.14.1,4033_4052_633,R07021
1.14.14.1,4033_4052_633,R07022
1.14.14.1,4033_4052_633,R07042
1.14.14.1,4033_4052_633,R07043
1.14.14.1,4033_4052_633,R07044
1.14.14.1,4033_4052_633,R07045
1.14.14.1,4033_4052_633,R07046
1.14.14.1,4033_4052_633,R07048
1.14.14.1,4033_4052_633,R07050
1.14.14.1,4033_4052_633,R07051
